,content,annotation,extras
11715,damn  i bought the wrong one!?,"{'notes': '', 'label': ['0']}",
11716,wow home cum I don't get dates like u get? I'm not feeling sorry for you anymore! Have fun!,"{'notes': '', 'label': ['0']}",
11717,house cum sounds good too! :D,"{'notes': '', 'label': ['0']}",
11718,I was too scared to read it - I hate spiders too!,"{'notes': '', 'label': ['0']}",
11719,freak...freak...freak...there have a little more :)  What's an elf ot the shelf btw?,"{'notes': '', 'label': ['0']}",
11720,now that's the spirit and a whale of a good deed....thar he (snow) blows!,"{'notes': '', 'label': ['0']}",
11721,I hate the Panthers man!!! My cuz is a huge Panthers fan and I love to see him suffer when they lose... Lol,"{'notes': '', 'label': ['0']}",
11722,damn I don't wanna be him. But I am sipping good!!!lol,"{'notes': '', 'label': ['0']}",
11723,I didn't get sad the Alaska trip got postponed until I thought about some King Alaskan snow crabs!!! Damn I really wanted some!!!,"{'notes': '', 'label': ['0']}",
11724,You tell 'em man! ^_^ Seriously  the whole country is f***ing freezing cold today. Hate winter.,"{'notes': '', 'label': ['0']}",
11725,yes i am part but i put in PTO And put gay for my reason on slip,"{'notes': '', 'label': ['0']}",
11726,i cant afford to call in gay i cant tell my bill collectors that,"{'notes': '', 'label': ['0']}",
11727,I am lookin @ news in the Chi damn!!!! Stay warm n if u see my lil sis make sure she wears her coat!,"{'notes': '', 'label': ['0']}",
11728, o agree im catching a fucking cold. it was freezind in tx  now burning up in ga,"{'notes': '', 'label': ['0']}",
11729,just got pissed off by that damn facebook crap YUCK,"{'notes': '', 'label': ['0']}",
11730,i hate godaddy  dont use them.  i have my own server. @cprpoker uses a good one.,"{'notes': '', 'label': ['0']}",
11731,Christmas is over  take off the damn hat already. and i'd yell at you on MSN  but twitter is open  while MSN isn't.,"{'notes': '', 'label': ['0']}",
11732,Thanks Lisa. You'd hate it here right now! It's pouring again!,"{'notes': '', 'label': ['0']}",
11733,Hey DM me your addy...you get the can even if you don't get the job  'cause I HATE coffee!,"{'notes': '', 'label': ['0']}",
11734,Are u serious?  That sucks.  Is it hard to get out of the new policies?,"{'notes': '', 'label': ['0']}",
11735,Oh  I *know* it's on purpose!! Some people hate that about ponies. I love it! Such personality.,"{'notes': '', 'label': ['0']}",
11736,Sure hope your dog will be OK. I'll be thinking of you. (I hate waiting for the vet to call.),"{'notes': '', 'label': ['0']}",
11737,sucks for you. its a good cd.,"{'notes': '', 'label': ['0']}",
11738,Yea  the weather sucks. And is only gonna get worse over the next two months.You're tempted to just get back on the plane? :P,"{'notes': '', 'label': ['0']}",
11739,LOL! Yes I am such a junkie. It's a love-hate relationship.,"{'notes': '', 'label': ['0']}",
11740,thank you for your ass!,"{'notes': '', 'label': ['0']}",
11741,its not hate on government  its hate on our existing government.,"{'notes': '', 'label': ['0']}",
11742,dood  seriously  why was 70's cinema so fucking crazy? Seriously  the sex tease with the boat captain and preteen boys  like woah!,"{'notes': '', 'label': ['0']}",
11743,san diego  we will be in la in february  is this a destination that you would enjoy? Your cock will feel awesome!,"{'notes': '', 'label': ['0']}",
11744,I hate that. Stupid Gator fans. Making Christians look bad. :),"{'notes': '', 'label': ['0']}",
11745,checked it out...looks like it's well on it's way to being pretty damn awesome :),"{'notes': '', 'label': ['0']}",
11746,a frienf of mine did the mud run. Said it was a bitch showering. lol,"{'notes': '', 'label': ['0']}",
11747,that sucks. Wish I could help u. :(,"{'notes': '', 'label': ['0']}",
11748,I've always heard. nerd: obsessed with learning stuff  geek: obsessed with a single topic (Star Trek)  dork: socially inept,"{'notes': '', 'label': ['0']}",
11749,damn way to invite me homes,"{'notes': '', 'label': ['0']}",
11750,~ anyone w/10K followers merits kick ass tips! . ..& keep that Aloha Spirit flowin' because the mainland definitely needs it!!,"{'notes': '', 'label': ['0']}",
11751,damn it!!!!! its is first all about me  so you should totally blow off your other plans :),"{'notes': '', 'label': ['0']}",
11752,you might have just made a discovery in cosmetics! Use dark energy to destroy fat!,"{'notes': '', 'label': ['0']}",
11753,Hahah! I am sure she'll hate twitter for this  if not me :p,"{'notes': '', 'label': ['0']}",
11754,@hollyrhoffman It's the damn humidity! It's so hot and gross and humid!,"{'notes': '', 'label': ['0']}",
11755,TASH! I miss ya crazy ass!!,"{'notes': '', 'label': ['0']}",
11756,well  you can only watch one at a time but we have 3 since I hate watching  sd TV  now,"{'notes': '', 'label': ['0']}",
11757,this is why I hate partying with people I work with. They want to talk about work the whole time,"{'notes': '', 'label': ['0']}",
11758,nerd. Lol. It was yummy. But its not bread. Cake :),"{'notes': '', 'label': ['0']}",
11759,poor thing. at least you got in okay. And you didnt have to sit next to a psycho bitch for 2 hours.,"{'notes': '', 'label': ['0']}",
11760,dont worry im not anywhere near that club 2nite..ghetto ass poetry club,"{'notes': '', 'label': ['0']}",
11761,lol damn... im sorry?,"{'notes': '', 'label': ['0']}",
11762,aww that sucks! Sorry to hear it :(,"{'notes': '', 'label': ['0']}",
11763,what is that?  and yes  it's damn cold  about 5 degrees in Mpls.  At least you're in Texas  stop complaining my friend!,"{'notes': '', 'label': ['0']}",
11764,So the one that really mattered was a fail? That sucks!,"{'notes': '', 'label': ['0']}",
11765,"Lol  I'm so out of it right now that when I read what you last wrote  I thought you said  ""I'll freak with you.""  lol  woww","{'notes': '', 'label': ['0']}",
11766,Damn right I do.  :),"{'notes': '', 'label': ['0']}",
11767,designing the css afterparty flier with your long ass name... its wreckin my brain.,"{'notes': '', 'label': ['0']}",
11768,U R so damn witty,"{'notes': '', 'label': ['0']}",
11769,"...what bitch...we have too be ready for ""Spring"" or watever","{'notes': '', 'label': ['0']}",
11770,was nice finding u on the poopy smelling train..I hate being on there alone,"{'notes': '', 'label': ['0']}",
11771,Haha thanks  I was supposed to go to some parties tonight too but I need to prepare for these damn holiday meals.,"{'notes': '', 'label': ['0']}",
11772,That sucks. My MBP came with a DVI out and a VGA adapter dongle.,"{'notes': '', 'label': ['0']}",
11773,True. We all loved David Wells. And let's face it  CC makes me look thinner. Ummm  well  not as fat.,"{'notes': '', 'label': ['0']}",
11774,The radical democrats hate this choice. So  theefore it must be good.,"{'notes': '', 'label': ['0']}",
11775,damn why you on ya old lady movement?,"{'notes': '', 'label': ['0']}",
11776,lazy ass hahaha,"{'notes': '', 'label': ['0']}",
11777,Joydaily  damn...no it doesn't...lol.,"{'notes': '', 'label': ['0']}",
11778,Oh I meant to tell you that I hate you! You partied with Angelina Jolie? AND you didn't get her number for me? Some friend!  ;-),"{'notes': '', 'label': ['0']}",
11779,I hate you... but also loves you for giving me something to dream about tonight. ;-),"{'notes': '', 'label': ['0']}",
11780,After about the sixth dimension that video becomes a total mind fuck!,"{'notes': '', 'label': ['0']}",
11781,the way fat people (who want to slim) look at thin people?,"{'notes': '', 'label': ['0']}",
11782,  get the fuck out! Wtf.,"{'notes': '', 'label': ['0']}",
11783,sorry im jus sick of the bullshit  i jus freestyle spoke dino  fuck off lol,"{'notes': '', 'label': ['0']}",
11784,damn I miss high school when the sneaker game was ill,"{'notes': '', 'label': ['0']}",
11785,...mounting comcast sucks soapbox now...,"{'notes': '', 'label': ['0']}",
11786,I hate when it snows cuz people out here can drive!!!,"{'notes': '', 'label': ['0']}",
11787,i hate the fact that you are addicted to twitter. but anyways  lets pop imaginary prozac pills together and enjoy the holidays.,"{'notes': '', 'label': ['0']}",
11788,don' hate on the grove...it's still quite nostalgic! lol!,"{'notes': '', 'label': ['0']}",
11789,I think the only fight I was off on was the Griffin fight.  Love that guy  but damn if he didn't get totally pwnt.,"{'notes': '', 'label': ['0']}",
11790,you know what sucks?  Family.  That's what sucks.,"{'notes': '', 'label': ['0']}",
11791,no taco bell  damn i lives through you  they closed the one up here!!,"{'notes': '', 'label': ['0']}",
11792,I love big bang it is hilarious..and makes me not feel lilke such a nerd. btw how is the jonas situation?,"{'notes': '', 'label': ['0']}",
11793,that means @mamatulip isn't leaving you for the fridge? (you being the bitch that is staying),"{'notes': '', 'label': ['0']}",
11794,I hate the FAIL meme because it's mean. FC was more funny than mean. Ps my real initials are PJK,"{'notes': '', 'label': ['0']}",
11795,"none about right now  but there is a big croc hunt going on up north  ""Australia- where the wildlife will fucking kill you""","{'notes': '', 'label': ['0']}",
11796,Twerp is a word that needs to make a comeback.,"{'notes': '', 'label': ['0']}",
11797,"HAHAHA! Best quote in a long time. ""I'm gonna write gay porn and everythings awesome"" WIN","{'notes': '', 'label': ['0']}",
11798,http://twitpic.com/t9za - Of fuck. I'm so happy you guys are working  but don't get overworked. It does look pretty cool though.,"{'notes': '', 'label': ['0']}",
11799,DAMN. I just lost too. Thanks Alyssa. And I decided that PATD's new CD isn't so bad.,"{'notes': '', 'label': ['0']}",
11800,omg i wish....the bitch is kocker up as is lol,"{'notes': '', 'label': ['0']}",
11801,this kitchen is qa bitch thus far  and night,"{'notes': '', 'label': ['0']}",
11802,did you put on nickis pants tring to be emo?,"{'notes': '', 'label': ['0']}",
11803,i hate everything about you- 3 days grace,"{'notes': '', 'label': ['0']}",
11804,LOL! Damn this painful shyness :P,"{'notes': '', 'label': ['0']}",
11805,That would freak me out  I hope you feel better!,"{'notes': '', 'label': ['0']}",
11806,That sucks & they're definitely missing out!  People should expand their horizons.,"{'notes': '', 'label': ['0']}",
11807,Old fat finger type suing when I ment using,"{'notes': '', 'label': ['0']}",
11808,I would hate to see the #text messaging bill when ever @leolaporte sends a msg. 67k followers *$0.20/txt msg = $13400.00/tweet,"{'notes': '', 'label': ['0']}",
11809,Hey  last night was kick ass good times. Forget the negativity  it's meaningless. Let the good times roll =D,"{'notes': '', 'label': ['0']}",
11810,I hate the vibrate on the Moto Q  period. It is so loud.,"{'notes': '', 'label': ['0']}",
11811,Seriously?! Damn  I've got Tata Sky. :(  :P,"{'notes': '', 'label': ['0']}",
11812,Wanted to change my username -- 'v4sudh4' sucks. At least  'qbarq' sounds  better than 'meow' or 'spherical cow'. :/,"{'notes': '', 'label': ['0']}",
11813,cause every damn tweet has they name in it. i think they payin you ;o),"{'notes': '', 'label': ['0']}",
11814,We might not get power back until Sunday  which truly sucks. Thank God for hotel wi-fi!,"{'notes': '', 'label': ['0']}",
11815,I don't blame you  don't worry  hes totally gay for Rodney,"{'notes': '', 'label': ['0']}",
11816,You def have to do that...Philly Cheesteak is like no other...I can't eat it on the reg but damn they good as hell! :-),"{'notes': '', 'label': ['0']}",
11817,Yuck! Unless you are openly gay & consider yourself 2 be a drag queen...NO MAN should ever be rockin' heels nevamind stilettos!,"{'notes': '', 'label': ['0']}",
11818,Awww damn why you gotta remind me! LOL,"{'notes': '', 'label': ['0']}",
11819,the worst is looking and touching the clothes and having to drag my ass out of the shop. f***. not easy.,"{'notes': '', 'label': ['0']}",
11820,lol  they did adverts for it in the middle of the afternoon and I imagined kids going 'mummy  what's a whore?',"{'notes': '', 'label': ['0']}",
11821,"It was such a great time for real music  great fashion & hair. Do u remember the word ""Poser?""","{'notes': '', 'label': ['0']}",
11822,Obama doesn't support gay marriage  but doesn't support a constitutional ban - states choose.  http://tinyurl.com/4upez4,"{'notes': '', 'label': ['0']}",
11823,FUCK. My Iowa app is due 1/3. I have to prioritize skool stuff. I hope EC is splendid if I can't be there. QUEERDO POWAHH!,"{'notes': '', 'label': ['0']}",
11824,those soubd so cute!! don't u luv/hate when u make gifts so well u want to keep them?,"{'notes': '', 'label': ['0']}",
11825,i hate facebook too..i get so angry when i find myself on it...,"{'notes': '', 'label': ['0']}",
11826,real fucking good times.,"{'notes': '', 'label': ['0']}",
11827,I really wanted Paterson Joseph. Matt Smith looks like a bit of a dick... but quite interesting at the same time.,"{'notes': '', 'label': ['0']}",
11828,Nothing more frosting won't fix.. and @hildebrant Gun Shots.. Phoenix. That is like Nacho's and Fat guy's.. it's a given.,"{'notes': '', 'label': ['0']}",
11829,I had to do that the other day  the bots are fucking annoying.,"{'notes': '', 'label': ['0']}",
11830,yeah that was my general feeling the whole time I worked at Hot Topic. Going in to work was a fucking chore.I'm sure it's worse now,"{'notes': '', 'label': ['0']}",
11831,Yeah  Band of Brothers just 10 episodes? But damn they are 700Mbs each :'(,"{'notes': '', 'label': ['0']}",
11832,Jeez dude! Who said you are NOT a big blogger? Ignore braggers. And why giving a damn about something  somebody said 'online'.,"{'notes': '', 'label': ['0']}",
11833,DAMN STRAIGHT! Give your momma a kiss for me too... and tell her that i want my sweater back o_O,"{'notes': '', 'label': ['0']}",
11834,Lol... damn... me too... o_O,"{'notes': '', 'label': ['0']}",
11835,Word.  That's what's up.  I was sippin' earlier.  Only good part about the night @ this weak ass spot.,"{'notes': '', 'label': ['0']}",
11836,Wow. Why did I JUST see this tweet? Damn  son.  SUPER late.,"{'notes': '', 'label': ['0']}",
11837,Forget my loser classmate  I need to go to Vegas with *you* next time (if your husband doesn't mind) :),"{'notes': '', 'label': ['0']}",
11838,Considering your love of infrastructure  *you* should speak to Nat'l Ass'n of Counties in March  not Chuck Todd http://is.gd/dgF5,"{'notes': '', 'label': ['0']}",
11839,I remember when I realized I needed to stop wearing shit from PacSun & Metropark. Getting old sucks.,"{'notes': '', 'label': ['0']}",
11840,it's so depressing.  I HATE valentines anyway. What is the equivalent 'Bah Humbug' to valentines?,"{'notes': '', 'label': ['0']}",
11841,I hate restaurants full of couples  involved people looking smug because they got a card/flowers n the pressure to be with some1,"{'notes': '', 'label': ['0']}",
11842,Either that or you hate doing the dishes!,"{'notes': '', 'label': ['0']}",
11843,I totally missed your giveaway...damn and i wanted that!,"{'notes': '', 'label': ['0']}",
11844,a 14 hour nap!  Gosh.  That's a long ass nap!,"{'notes': '', 'label': ['0']}",
11845,@ricksavage damn I wish I was watching elf. Instead I'm watching drunks on the dance floor,"{'notes': '', 'label': ['0']}",
11846,"thanks Steph about the Carters  I don't frequent there too much  I hate their sizing charts.  I love ""Childrens Place"" though","{'notes': '', 'label': ['0']}",
11847,Ooo  yuch! Did he forfeit his ticket? That sucks. :( Tell him to go to Argentina instead - in my opinion  it's way better. :),"{'notes': '', 'label': ['0']}",
11848,So what was the opposite of a reindeer sweater? and why do you hate skype even more now?,"{'notes': '', 'label': ['0']}",
11849,Mine would be This Love  This Hate. It was the first one I ever heard of theirs. My favorite one not on the cd is The Natives.,"{'notes': '', 'label': ['0']}",
11850,Well I hate your phone. BAM!,"{'notes': '', 'label': ['0']}",
11851,I would rather clean the bathroom than most any other chore  as it doesn't have to be done daily!  I hate dishes...,"{'notes': '', 'label': ['0']}",
11852,it's stupid for me to be upset over  really. fuck.,"{'notes': '', 'label': ['0']}",
11853,can you please make me a dance your ass off video? Kthxbye.,"{'notes': '', 'label': ['0']}",
11854,it would stop me listening to song so much I hate it later,"{'notes': '', 'label': ['0']}",
11855,#NAME?,"{'notes': '', 'label': ['0']}",
11856,that's exactly what snapped me out of my funk. she was way 2 sparkly & loved xmas. she would hate it if i was gloomy,"{'notes': '', 'label': ['0']}",
11857,"in Brit's Freakshow  doesn't it sound like she says ""i'm about to shave my ass?"" she really says ""i'm about 2 shake my ass""","{'notes': '', 'label': ['0']}",
11858,i've been bobbypinning mine back daily.  i hate stupid bangs.  i don't know why i continue to think its cute,"{'notes': '', 'label': ['0']}",
11859,I have noticed that NY is trying to slim down myself.  aren't they posting all fat grams of all food?,"{'notes': '', 'label': ['0']}",
11860,i'm not in a relationship to scare off anyone so i thought fuck it.  i'm saying it. could use a baby snuggle,"{'notes': '', 'label': ['0']}",
11861,That's funny. My GF just has too many clothes on there  she says she has skinny and fat clothes  and can't get rid of either set,"{'notes': '', 'label': ['0']}",
11862,i miss you guys. munich airport sucks.,"{'notes': '', 'label': ['0']}",
11863,nah i hate watermarks.. plus i should stop being a hypocrite though as i post things out of google image search on the regular.,"{'notes': '', 'label': ['0']}",
11864,They don't really want it with either of us fat phonies. I'm just saying.,"{'notes': '', 'label': ['0']}",
11865,Personally  I was just thinking Fuck Chase Bank. There are no good ones. They're all snakes.,"{'notes': '', 'label': ['0']}",
11866,nick that video is so fucking killer,"{'notes': '', 'label': ['0']}",
11867,And I would have done it too if it weren't for those meddling kids and their damn dog!!,"{'notes': '', 'label': ['0']}",
11868,Unless D steals your insulin again. Fuck D.   _o /,"{'notes': '', 'label': ['0']}",
11869,@jenndow @JenF80 And you call ME a twitter-whore. XD,"{'notes': '', 'label': ['0']}",
11870,Aw. That sucks. We'll have plenty of good food  wine  and company for you after though.,"{'notes': '', 'label': ['0']}",
11871,Ridiculously?  Damn  you beat me.  I'm just Pretty.,"{'notes': '', 'label': ['0']}",
11872,What the fuck is a _________? (Insert your govt' name in blank),"{'notes': '', 'label': ['0']}",
11873,oh that sucks. i get yelled at for not wearing sunscreen so i just go home haha.Yeah I'm excited too. Its right in the cbd!,"{'notes': '', 'label': ['0']}",
11874,fuck I feel bad for you. what pack did you get?,"{'notes': '', 'label': ['0']}",
11875,oh damn. and yes  I am an xmen freak. Not too big  but still a freak.,"{'notes': '', 'label': ['0']}",
11876,Oh! That's what I need. Some damn coffee...LOL.,"{'notes': '', 'label': ['0']}",
11877,Wow  that sucks. Is that even legal?,"{'notes': '', 'label': ['0']}",
11878,WP.com? Cuz that'll get you deleted. And Google's reviewing the way they rank blogs  for this very reason. They HATE it.,"{'notes': '', 'label': ['0']}",
11879,Sounds like you hate all your classes. Be a happy teacher!,"{'notes': '', 'label': ['0']}",
11880,Oooh!  I hate it when that happens.  DH to the rescue!,"{'notes': '', 'label': ['0']}",
11881,hate to bring bad news  but if your VW won't jump  chances are the belt or alternator is shot. For your sake  I hope it's the belt.,"{'notes': '', 'label': ['0']}",
11882,I just noticed that they're opening for 'em. Damn  I'm stupid.,"{'notes': '', 'label': ['0']}",
11883,: No it is not. Ass!,"{'notes': '', 'label': ['0']}",
11884,Yep  we have a winner. I flaming gay winner.,"{'notes': '', 'label': ['0']}",
11885,The one thing I miss about my valet 2nd job was the free prosciutto. Oh how I miss that salty pig.,"{'notes': '', 'label': ['0']}",
11886,HAHA  please have a huge party now...just to piss them off,"{'notes': '', 'label': ['0']}",
11887,It happens. My body fat is down to 11.2% - so it's time to hit the weights again.,"{'notes': '', 'label': ['0']}",
11888,I LOVE trains. But they are pretty damn expensive,"{'notes': '', 'label': ['0']}",
11889,It is and especially because she was targeted because of her orientation. I hope they're prosecuted under hate crime statutes.,"{'notes': '', 'label': ['0']}",
11890,I think that's generallyt true about the element of hate but some crimes aren't personal like burglary. Some like this are.,"{'notes': '', 'label': ['0']}",
11891,I hate that song! Why is he in the store by himself? How do we know she's in the hospital and it's not a scam to resell shoes?,"{'notes': '', 'label': ['0']}",
11892,"Looked at pasteninja and think it's great. You should use Pig Latin for your translation test. Set browser to ""la"" for testing. :-)","{'notes': '', 'label': ['0']}",
11893,man  that is fucking sad. reminds me of how my friend with PTSD went missing after iraq  homeless  for 4 months in vegas.,"{'notes': '', 'label': ['0']}",
11894,well  I was a super biology nerd in high school and voted most artistic. so  it was a hard decision on what I should do.,"{'notes': '', 'label': ['0']}",
11895,yes today sucks already indeed.,"{'notes': '', 'label': ['0']}",
11896,damn! you people like your blowtorches! i'm feeling left out... i don't even own one. =( sad panda,"{'notes': '', 'label': ['0']}",
11897,trying not to hate you right now,"{'notes': '', 'label': ['0']}",
11898,you ARE beautiful  but i hate you cos you aren't here today and i am,"{'notes': '', 'label': ['0']}",
11899,#NAME?,"{'notes': '', 'label': ['0']}",
11900,Freak  man  I just got RIck Roll'd.  But my respect for Macy's Thanksgiving floats just went way up.,"{'notes': '', 'label': ['0']}",
11901,But Vader had a cool clubhouse... tils his even whinier and more emo son blew it up,"{'notes': '', 'label': ['0']}",
11902,Jebus is he 2 already??? Fuck I feel old,"{'notes': '', 'label': ['0']}",
11903,pick up the damn phone!,"{'notes': '', 'label': ['0']}",
11904,ughh me too. And I worked for Estee Lauder throughout college and I still hate the cosmetic dept. I dont even have allergies either,"{'notes': '', 'label': ['0']}",
11905,thank you so much for the energy!! i wish i definitely knew it was teething  i hate not knowing. he just stopped sleeping!!,"{'notes': '', 'label': ['0']}",
11906,i hate to say i use gmail to avoid deleting emails. i still have messages from '05!! but they're mostly tucked away in folders.,"{'notes': '', 'label': ['0']}",
11907,thanks ... i'm still working for that damn six pack. when are you going to train me?,"{'notes': '', 'label': ['0']}",
11908,i did my first 45 min kettlebell workout and it kicked my ass! i was inspired by your blog. thanks :),"{'notes': '', 'label': ['0']}",
11909,Yeah  I would have fucking killed some one if I hadn't saved it. Still  400 DPI is way to high for my computer.,"{'notes': '', 'label': ['0']}",
11910,Windows Mobile sucks!,"{'notes': '', 'label': ['0']}",
11911,damn  you're right... we do hate Windows :),"{'notes': '', 'label': ['0']}",
11912,oh noes! damn elves,"{'notes': '', 'label': ['0']}",
11913,honest wud be better... to be true.. now i hate that post..,"{'notes': '', 'label': ['0']}",
11914,stick with it sanj  get's more useful the more you use. Don't follow this dick's example: http://tinyurl.com/6xe883,"{'notes': '', 'label': ['0']}",
11915,Oh ok! Well  I'm gonna be damn busy for the next 6 months  as I need to work day & night to expand my online thingy. Good luck!,"{'notes': '', 'label': ['0']}",
11916,It's damn boring. Stay away from that movie and watch The Day The Earth Stood Still instead!,"{'notes': '', 'label': ['0']}",
11917,Anyways  I give a damn! If they are acting like snobs  I can't help it.,"{'notes': '', 'label': ['0']}",
11918,Yes  I remember telling you that. It was not easy  but I worked my ass off all these months  optimizing my work for this day!,"{'notes': '', 'label': ['0']}",
11919, :O andrew u loser u have no life :P lol but i m gonna try to beat u,"{'notes': '', 'label': ['0']}",
11920,hows ur weekend amber?mines boring as FUCK!shit i want an @reply from Gabe..that's all i ask.shit i'll just send u a message,"{'notes': '', 'label': ['0']}",
11921,well idk if that will even do any good.can u stop by here?PLEASE?!!oh he'll reply to d/a's that bitch but not to me?...,"{'notes': '', 'label': ['0']}",
11922,don't worry my English sucks too! Thanks!,"{'notes': '', 'label': ['0']}",
11923,I know  Bruce Springsteen fucking RULES  HE'S THE BOSS,"{'notes': '', 'label': ['0']}",
11924,It is always a pain  always takes longer than you expect.  I hate waiting until Friday  it means the weekend too (for me).,"{'notes': '', 'label': ['0']}",
11925,Agreed  hate the click for more.  My blog is the same way  need to change that. It is pretty annoying.,"{'notes': '', 'label': ['0']}",
11926,Thanks.  We're delayed about 12 hours - damn cargo! Animal skins and scrap metal  I think - so I'm heading up there early Tues.,"{'notes': '', 'label': ['0']}",
11927,Well  I don't know if you have heard or not... but I hate it.,"{'notes': '', 'label': ['0']}",
11928,damn! Threw down for the good stuff,"{'notes': '', 'label': ['0']}",
11929,damn Riffner  that sounds rly fun.,"{'notes': '', 'label': ['0']}",
11930,Damn Shaq. Sorry 2 hear that  my guy. Bless her soul & rest assured she is n a better place. My prayers go out 2 ur fam.,"{'notes': '', 'label': ['0']}",
11931,what genre exactly? I hate going to imdb  it is full of spoilers... is it like... rocky horror show ?,"{'notes': '', 'label': ['0']}",
11932,i normally would but i go w/ my friends so i dont lose my motivation. i hate going as it is  lol.,"{'notes': '', 'label': ['0']}",
11933,I was able to view - Windows --  IE is NOT the most recent  can't remember the damn #'s,"{'notes': '', 'label': ['0']}",
11934,"I agree. They'll use whatever excuse is convenient to ""trim the fat.""","{'notes': '', 'label': ['0']}",
11935,"The great state of Minnesota...I am VERY jealous. Although I am not one to ""complain"" haha  I HATE COLD!!!!","{'notes': '', 'label': ['0']}",
11936,haha  that's funny...this stuff is ridiculous. No wonder people hate these guys.,"{'notes': '', 'label': ['0']}",
11937,lol Pre-Monday... ain't that the fucking truth.,"{'notes': '', 'label': ['0']}",
11938,fuck you just keep getting cooler  first with the movie and now you're watching The Office  good job lol :D,"{'notes': '', 'label': ['0']}",
11939,OMG stop being so damn cool lol I wanna see Benjamin Button more than anything right now,"{'notes': '', 'label': ['0']}",
11940,wait like Gregory House  cause that would fucking kick so much ass lol,"{'notes': '', 'label': ['0']}",
11941,I'll forgive you beth :):) it's just I'm staying home today sick  which pretty much sucks hard,"{'notes': '', 'label': ['0']}",
11942,oh well now i feel like a dick :(:( i wasnt actually angry anyway  im going to bed now  so i would have been ditching you lol,"{'notes': '', 'label': ['0']}",
11943,damn  well at least I got the movie thing right  great movie huh? I love when comedic actors go serious,"{'notes': '', 'label': ['0']}",
11944,"oh well WTF lol add that to your list of ""Stephen told me to watch""  it's fucking awesome  Will is amazing in it :)","{'notes': '', 'label': ['0']}",
11945,how can you not like elf? Will ferrell is fucking brilliant in it,"{'notes': '', 'label': ['0']}",
11946,jeez im right here  how many times do i nee....DAMN i dont think youre talking about me AGAIN  you need to be more accurate,"{'notes': '', 'label': ['0']}",
11947,well i know have a reason to stay  people arent ditching me due to suspicious circumstances  SO GET YOUR ASS ON AIM NOW,"{'notes': '', 'label': ['0']}",
11948,my top 5 movies right now are Banjamin Button  Harry Potter 6  Watchman  Star Trek (YES NERD) and Valkyrie  im excited:D lol,"{'notes': '', 'label': ['0']}",
11949,OMG I FEEL SO DUMB THAT WAS FUCKING EPIC,"{'notes': '', 'label': ['0']}",
11950,i like the paris hilton one  that one made me fucking laugh lol good job,"{'notes': '', 'label': ['0']}",
11951,when you say you know them do you mean like personally cause that would fucking rock lol,"{'notes': '', 'label': ['0']}",
11952,fuck you man lol they are like one of by favourite bands  you should get me some free merch lol,"{'notes': '', 'label': ['0']}",
11953,man I wish I had one too to back up my files. Oh well sucks to be me LMAO. See ya soon  Peace.,"{'notes': '', 'label': ['0']}",
11954,LOL.. yeah im routing for the british dude too! but i just wanna see how beyonce takes on a non singing role! i know u hate her!,"{'notes': '', 'label': ['0']}",
11955,Frak the trainer.  Work out w/o him.  Don't quit because he's a dick.,"{'notes': '', 'label': ['0']}",
11956,do not bitch about the temperatures while I'm up in the freezing tundra of the north or I'll slap yer pregnant ass  love.,"{'notes': '', 'label': ['0']}",
11957,I have a tray of peeled prickly pears chilled in my fridge - they are damn delicious if you pay someone to remove the pricks.,"{'notes': '', 'label': ['0']}",
11958,and kayleigh would NOT go to her damned room. i'm exhausted and she's fucking around.,"{'notes': '', 'label': ['0']}",
11959,Thanks ur an angel. my header is horrible  I hate it but need time to make something prettier. Also gotta set up analytics,"{'notes': '', 'label': ['0']}",
11960,Ilove my AT&Tcard.  It has worked great nationwide.  My Verizon card was good until the last update and since it sucks.,"{'notes': '', 'label': ['0']}",
11961,That sucks man! What was it?,"{'notes': '', 'label': ['0']}",
11962,Sorry for the woes  but DAMN you sound GOOD!,"{'notes': '', 'label': ['0']}",
11963,hahahah aw.  i support the faux-man hate.  although  i tend to support real-man-hate nowadays  too.... =/,"{'notes': '', 'label': ['0']}",
11964,"I know  I hate that! It'd be one thing if Apple TV wasn't just a ""hobby""  but it is - shouldn't we all get us some HD content?","{'notes': '', 'label': ['0']}",
11965,Exactly! and then the french people would be mean and send us to germany because they hate americans.,"{'notes': '', 'label': ['0']}",
11966,fuck isnt filtered is it?,"{'notes': '', 'label': ['0']}",
11967,and who is gonna MAKE them do business together? You have to understand. Pals HATE Israelis. Wish them ALL dead.,"{'notes': '', 'label': ['0']}",
11968,Shia LaBeuaf is dead to the world. He's probably not making any movies because he sucks.,"{'notes': '', 'label': ['0']}",
11969,Sorry if I offended you? I just really hate Shia LaBeuaf. Sorry if I came off as a bit rude. I'm in a bad mood.,"{'notes': '', 'label': ['0']}",
11970,I'm sure tons of people hate him. Like all but one of his movies suck. Plus. I'm a 16 year old boy. I hate everyone.,"{'notes': '', 'label': ['0']}",
11971,I'm so mad at America. They didn't sign a law stating you can't torture gays for being gay. I was so offended. This was 3 days ago.,"{'notes': '', 'label': ['0']}",
11972,I'd love one of your yummy jew cupcakes...not riding these days  however  as fat can testifies  so no cupcake for me! :(,"{'notes': '', 'label': ['0']}",
11973,@igniter Hate to say it  but I can't make the convo today. Take my space for someone else.,"{'notes': '', 'label': ['0']}",
11974,SaulRand I that group = I LOVE that group. Damn 140 character limit! LOL,"{'notes': '', 'label': ['0']}",
